id,x,y,f1,f2,f3,T,y_target
0,0.0,0.0,-1.142091963810414,0.7105896414999446,0.2216515792494242,0.0,0.034886587799912765
1,0.02040816326530612,0.0,-1.5321482202872585,1.2804460699918263,0.16686377211392783,0.01020408163265306,0.08312549964894685
2,0.04081632653061224,0.0,-1.6025368044107802,1.2666386030197547,0.23811772099589568,0.02040816326530612,0.05519754650876668
3,0.061224489795918366,0.0,-1.4968121780121664,1.4407553404178497,-0.26023751651943866,0.030612244897959183,0.23318794909545995
4,0.08163265306122448,0.0,-1.2759562487985203,1.2127529727814201,-0.08046325140654446,0.04081632653061224,0.2247300630797007
5,0.1020408163265306,0.0,-0.767899732551311,0.9991830969409825,-0.45338019202658997,0.0510204081632653,0.40804756641608136
6,0.12244897959183673,0.0,-0.612624711044993,1.3225671353143527,-0.10771398556300486,0.061224489795918366,0.4739528345274673
7,0.14285714285714285,0.0,-0.3481400864748784,1.662045715556397,-0.7690818253525578,0.07142857142857142,0.7506834609853829
8,0.16326530612244897,0.0,-0.46882099788510073,1.4043855593220131,-0.043976308984961465,0.08163265306122448,0.5423126531907125
9,0.18367346938775508,0.0,0.3760701127358329,1.1022528207347941,-0.6734379801189052,0.09183673469387754,0.8543343280294844
10,0.2040816326530612,0.0,0.6349745380548503,0.6977165642192626,-0.6322705103759965,0.1020408163265306,0.8283759012521409
11,0.22448979591836732,0.0,0.5710691154022827,0.5451677970235783,-0.17832310118910283,0.11224489795918366,0.6882189311880815
12,0.24489795918367346,0.0,0.8378745932379706,0.8629436134492238,-0.7122545810811712,0.12244897959183673,0.9689935297100372
13,0.26530612244897955,0.0,0.8955043765066811,0.6515598927328656,-0.7325498806472249,0.13265306122448978,0.9386541880957695
14,0.2857142857142857,0.0,0.9955282578616391,0.046034474051250045,-0.30170123630197243,0.14285714285714285,0.6082228559295109
15,0.3061224489795918,0.0,0.7914120498358291,0.11171056224930394,-0.8467088698147058,0.1530612244897959,0.7074213396722198
16,0.32653061224489793,0.0,0.6623267738977608,-0.18368009314780287,-0.7686069207598685,0.16326530612244897,0.7152798078059917
17,0.3469387755102041,0.0,0.04898436561225042,-0.17706577421128863,-0.6656849096722459,0.17346938775510204,0.5220802093641302
