14762,32.54,-117.04,1.2667,7,3.326241135,1.053191489,1187,4.209219858,0.675
14784,32.55,-117.09,3.9583,8,5.550552251,1.033984707,4797,4.075615973,1.444
14761,32.55,-117.06,1.4384,5,3.774004684,1.100702576,3284,3.845433255,1.088
14757,32.55,-117.04,1.6348,15,3.404320988,1,2511,3.875,0.932
14790,32.56,-117.12,2.9286,20,4.507142857,1.217857143,1819,3.248214286,2.577
14769,32.56,-117.1,3.75,16,5.597916667,1.04375,1502,3.129166667,1.468
14783,32.56,-117.09,4.8984,8,5.023255814,0.906976744,626,3.639534884,1.515
14773,32.56,-117.07,3.0992,9,4.342857143,1.06547619,3293,3.920238095,1.426
14760,32.56,-117.06,1.7301,5,3.164912281,1.081871345,3148,3.681871345,1.25
14758,32.56,-117.05,2.0159,22,4.145038168,1.074427481,2049,3.910305344,1.393
14756,32.56,-116.97,2.5625,23,4.589090909,1.069090909,5176,18.82181818,1.533
14793,32.57,-117.12,2.6715,35,5.06993007,0.895104895,930,3.251748252,1.333
14792,32.57,-117.11,3.3371,32,4.84519573,1.042704626,1702,3.028469751,1.405
14797,32.57,-117.1,2.3253,14,4.239731769,1.088851635,3662,3.069572506,1.337
14782,32.57,-117.09,5.1478,17,5.103448276,0.954022989,357,4.103448276,1.389
14779,32.57,-117.08,2.569,9,4.325549451,1.038461538,4451,3.057005495,0.883
14772,32.57,-117.07,2.7361,14,4.20661157,0.983471074,1224,3.371900826,0.936
14755,32.57,-117.06,1.3362,18,4.822299652,1.083623693,1429,4.979094077,0.95
14752,32.57,-117.05,3.1696,13,5.079365079,1.015873016,2450,4.320987654,1.38
14802,32.58,-117.16,3.3906,36,5.078534031,1.044502618,1076,2.816753927,1.478
14789,32.58,-117.13,2.3603,27,4.07183908,1.07183908,814,2.33908046,1.953
14794,32.58,-117.12,3.0217,26,4.146341463,0.942073171,869,2.649390244,1.316
14799,32.58,-117.11,2.4213,12,3.744827586,1.013793103,870,3,1.325
14796,32.58,-117.1,2.3824,27,4.533795494,1.024263432,1889,3.273830156,1.276
14778,32.58,-117.09,3.0273,12,4.706422018,1.040366972,1785,3.275229358,1.353
14776,32.58,-117.08,3.2687,22,4.728888889,1.06,1420,3.155555556,1.31
14777,32.58,-117.07,3.8194,25,6.180769231,1.076923077,899,3.457692308,1.344
14743,32.58,-117.06,3.5125,11,4.277860327,1.008915305,2098,3.117384844,1.424
14748,32.58,-117.05,5.3072,25,5.921409214,1.002710027,1558,4.222222222,1.327
14746,32.58,-117.04,4.0089,20,5.747875354,1.011331445,1497,4.240793201,1.321
14801,32.59,-117.12,2.6724,28,4.131656805,1.044378698,1825,2.699704142,1.445
14800,32.59,-117.11,2.1179,18,4.107583774,1.02292769,1538,2.712522046,1.531
14763,32.59,-117.1,2.0734,21,3.83360522,1.088091354,1621,2.644371941,0.875
14898,32.59,-117.08,2.3929,30,3,1.083333333,220,4.583333333,1.344
14897,32.59,-117.07,1.6007,21,3.645491803,0.954918033,1327,2.719262295,0.962
14739,32.59,-117.06,4.0616,13,5.157894737,1.019736842,2814,3.702631579,1.488
14915,32.59,-117.05,3.0495,16,5.413872832,1.073988439,3073,3.552601156,0.983
14921,32.59,-117.02,3.0365,19,6.076677316,1.07028754,1102,3.520766773,0.981
14899,32.6,-117.08,2.2544,24,3.993697479,1.029411765,1334,2.802521008,1.219
14903,32.6,-117.07,2.2903,13,4.0175,1.0875,983,2.4575,1.063
14906,32.6,-117.06,2.7014,33,4.076576577,0.923423423,989,4.454954955,1.082
14914,32.6,-117.04,3.9076,18,5.443807339,0.970183486,3002,3.44266055,1.529
14920,32.6,-117.03,5.152,26,6.209302326,1.041860465,742,3.451162791,1.434
14890,32.61,-117.09,3.6467,21,4.642004773,1.026252983,1335,3.186157518,1.13
14892,32.61,-117.08,3.3514,27,4.837606838,1.121794872,1485,3.173076923,1.491
14900,32.61,-117.07,2.1765,10,4.31202046,1.058823529,1000,2.557544757,1.284
14902,32.61,-117.06,2.5625,23,3.899521531,0.866028708,1267,3.031100478,1.311
14912,32.61,-117.05,3.8615,26,4.993610224,0.913738019,1145,3.658146965,1.393
14919,32.61,-117.03,6.0086,22,6.763157895,0.973684211,523,3.440789474,1.669
15613,32.61,-116.79,3.5227,19,5.401221996,1.059063136,1421,2.894093686,2.061
14871,32.62,-117.11,2.1719,27,3.829875519,1.056016598,1078,2.236514523,1.315
14874,32.62,-117.09,2.1955,34,4.13648294,0.955380577,1153,3.026246719,1.297
14891,32.62,-117.08,2.2685,16,3.930355791,1.045420136,3261,2.468584406,1.519
14893,32.62,-117.07,2.7838,19,4.640148011,1.085106383,2750,2.543940796,1.559
14882,32.62,-117.06,3.9167,36,5.695652174,0.905797101,408,2.956521739,1.897
14908,32.62,-117.05,4.2851,34,5.767988253,1.007342144,2315,3.399412628,1.445
14917,32.62,-117.04,4.6793,27,5.757575758,0.949494949,1089,3.666666667,1.519
14922,32.62,-116.98,4.7068,6,5.810319767,1.059593023,4771,3.467296512,1.843
14804,32.63,-117.17,3.5357,26,6.468,1.116,2745,10.98,0.675
14803,32.63,-117.13,8.7991,10,9.287153652,1.457178841,1900,2.392947103,4.785
14877,32.63,-117.09,1.8417,33,3.780487805,0.981707317,420,2.56097561,1.5
14886,32.63,-117.08,2.2788,28,4.792626728,0.983870968,1266,2.917050691,1.463
14884,32.63,-117.07,3.7583,37,5.661097852,1.059665871,1056,2.520286396,1.455
14924,32.63,-117.06,4.2204,29,5.8457223,1.040673212,2096,2.939691445,1.698
14907,32.63,-117.05,4.1958,31,5.825622776,1.021352313,2334,2.768683274,1.601
14941,32.63,-117.04,5.1354,26,6.924623116,1.060301508,1166,2.929648241,1.816
14940,32.63,-117.03,5.2489,14,6.025862069,1.025862069,1466,3.159482759,2.137
14936,32.63,-117.01,5.7358,7,6.450746269,0.971144279,3269,3.252736318,2.216
14870,32.64,-117.11,1.858,23,3.901204819,1.077108434,1025,2.469879518,0.675
14866,32.64,-117.1,2.5658,29,3.422993492,0.997830803,1236,2.681127983,1.347
14876,32.64,-117.09,1.947,24,3.880773362,1.045112782,2002,2.15037594,1.475
14860,32.64,-117.08,1.6806,11,3.205825243,1.034951456,947,1.838834951,1.417
14880,32.64,-117.07,2.24,30,3.930232558,1.058823529,1593,2.179206566,1.295
14923,32.64,-117.06,5.766,30,6.608823529,0.980882353,1883,2.769117647,1.861
14937,32.64,-117.04,4.0298,5,4.531128405,1.054474708,1213,2.359922179,2.256
14938,32.64,-117.02,6.5151,5,6.19047619,0.976190476,157,3.738095238,2.817
14935,32.64,-117,4.9792,11,6.400826446,1.012396694,1391,2.873966942,1.704
14932,32.64,-116.99,3.9519,15,6.907496013,1.114832536,2046,3.263157895,1.935
15599,32.64,-116.2,1.4648,28,6.330708661,1.61023622,567,2.232283465,0.618
14862,32.65,-117.09,2.6296,25,3.903225806,1.095661846,2359,2.624026696,1.5
14863,32.65,-117.08,2.3562,28,4.174545455,1.096363636,1277,2.321818182,1.238
14855,32.65,-117.07,3.4701,12,4.917857143,1.060714286,2272,2.704761905,2.049
